Time, x, y, angle, throttle, steer, brake, gear 
0.0,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.08,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.13,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.204,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.275,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.321,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.392,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.462,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.51,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.581,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.652,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.712,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.781,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.851,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.897,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.969,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.039,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.087,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.158,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.203,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.296,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.341,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.41,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.476,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.523,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.614,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.681,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.727,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.793,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.861,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.928,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.997,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.066,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.112,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.179,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.246,-25.0,139.0,-0.0,0.0,0.1,0.0,1
2.313,-25.0,139.0,-0.0,0.0,0.1,0.0,1
2.382,-25.0,139.0,-0.0,0.0,0.1,0.0,1
2.429,-25.0,139.0,-0.0,0.0,0.2,0.0,1
2.496,-25.0,139.0,-0.0,0.04,0.2,0.0,1
2.563,-25.0,139.0,-0.0,0.09,0.2,0.0,1
2.631,-25.0,139.0,-0.0,0.13,0.3,0.0,1
2.698,-25.0,139.0,-0.0,0.17,0.3,0.0,1
2.768,-25.0,139.0,-0.0,0.21,0.3,0.0,1
2.814,-25.0,139.0,-0.0,0.24,0.4,0.0,1
2.883,-25.0,139.0,-0.0,0.29,0.4,0.0,1
2.953,-25.0,139.0,-0.0,0.33,0.4,0.0,1
3.022,-25.0,139.0,-0.0,0.37,0.5,0.0,1
3.067,-25.0,139.0,-0.0,0.4,0.5,0.0,1
3.137,-25.0,139.0,-0.0,0.44,0.5,0.0,1
3.21,-25.0,139.0,-0.0,0.49,0.6,0.0,1
3.278,-25.0,139.0,-0.0,0.53,0.6,0.0,1
3.347,-25.0,139.0,-0.0,0.56,0.6,0.0,1
3.392,-25.0,139.0,-0.0,0.6,0.6,0.0,1
3.46,-25.0,139.0,-0.0,0.65,0.7,0.0,1
3.529,-25.0,139.0,-0.0,0.69,0.7,0.0,1
3.599,-24.99,139.0,0.16,0.0,0.7,0.0,1
3.644,-24.95,139.02,0.92,0.0,0.7,0.0,1
3.713,-24.91,139.04,1.62,0.0,0.7,0.0,1
3.783,-24.85,139.06,2.74,0.0,0.7,0.0,1
3.855,-24.78,139.09,3.91,0.0,0.7,0.0,1
3.9,-24.72,139.12,4.98,0.0,0.7,0.0,1
3.968,-24.68,139.14,5.67,0.0,0.7,0.0,1
4.037,-24.63,139.17,6.64,0.0,0.0,0.0,1
4.105,-24.57,139.19,7.22,0.0,0.0,0.0,1
4.15,-24.51,139.2,7.35,0.0,0.0,0.0,1
4.218,-24.46,139.21,7.35,0.0,0.0,0.0,1
4.287,-24.42,139.21,7.35,0.0,0.0,0.0,1
4.356,-24.38,139.22,7.35,0.05,0.0,0.0,1
4.426,-24.34,139.22,7.35,0.09,0.0,0.0,1
4.496,-24.3,139.23,7.35,0.13,0.0,0.0,1
4.542,-24.28,139.23,7.35,0.16,0.0,0.0,1
4.609,-24.25,139.23,7.35,0.2,0.0,0.0,1
4.676,-24.22,139.24,7.35,0.25,0.0,0.0,1
4.745,-24.19,139.24,7.35,0.29,0.0,0.0,1
4.792,-24.16,139.25,7.36,0.33,0.1,0.0,1
4.882,-24.12,139.25,7.44,0.36,0.1,0.0,1
4.928,-24.09,139.26,7.49,0.4,0.1,0.0,1
4.996,-24.05,139.27,7.61,0.45,0.2,0.0,1
5.067,-24.0,139.28,7.85,0.49,0.2,0.0,1
5.135,-23.94,139.29,8.15,0.53,0.2,0.0,1
5.18,-23.88,139.31,8.48,0.56,0.2,0.0,1
5.25,-23.83,139.32,8.67,0.6,0.0,0.0,1
5.32,-23.74,139.34,8.7,0.65,0.0,0.0,1
5.368,-23.64,139.35,8.7,0.69,0.0,0.0,1
5.438,-23.57,139.36,8.7,0.72,0.0,0.0,1
5.507,-23.45,139.38,8.71,0.77,0.0,0.0,1
5.553,-23.32,139.4,8.73,0.81,0.0,0.0,1
5.624,-23.18,139.42,8.74,0.85,0.0,0.0,1
5.69,-23.02,139.45,8.75,0.88,0.0,0.0,1
5.758,-22.91,139.46,8.75,0.92,0.0,0.0,1
5.826,-22.72,139.5,9.01,0.96,0.1,0.0,1
5.894,-22.5,139.54,9.51,1.0,0.1,0.0,1
5.964,-22.25,139.6,10.12,1.0,0.2,0.0,1
6.033,-21.97,139.66,10.53,1.0,0.0,0.0,1
6.079,-21.76,139.7,10.57,1.0,0.0,0.0,1
6.148,-21.42,139.76,10.58,0.0,0.0,0.0,1
6.218,-21.05,139.83,10.59,0.0,0.0,0.0,1
6.287,-20.68,139.9,10.59,0.0,0.0,0.0,1
6.332,-20.33,139.97,10.59,0.0,0.0,0.0,1
6.4,-20.1,140.01,10.59,0.0,0.0,0.0,1
6.468,-19.77,140.07,10.58,0.0,0.0,0.0,1
6.537,-19.44,140.13,10.58,0.0,0.0,0.0,1
6.606,-19.14,140.19,10.44,0.0,-0.1,0.0,1
6.675,-18.85,140.23,9.87,0.0,-0.1,0.0,1
6.721,-18.67,140.25,9.47,0.0,-0.1,0.0,1
6.789,-18.41,140.28,8.78,0.0,-0.2,0.0,1
6.833,-18.17,140.29,7.78,0.0,-0.2,0.0,1
6.924,-17.94,140.3,6.77,0.0,-0.2,0.0,1
6.992,-17.72,140.3,5.7,0.0,-0.3,0.0,1
7.037,-17.58,140.3,4.9,0.0,0.0,0.0,1
7.105,-17.39,140.31,4.47,0.0,0.0,0.0,1
7.173,-17.2,140.32,4.45,0.0,0.0,0.0,1
7.219,-17.03,140.33,4.45,0.0,0.0,0.0,1
7.312,-16.86,140.34,4.42,0.0,-0.1,0.0,1
7.357,-16.71,140.35,4.13,0.0,-0.1,0.0,1
7.425,-16.61,140.35,3.9,0.0,-0.1,0.0,1
7.492,-16.47,140.35,3.56,0.0,-0.2,0.0,1
