Time, x, y, angle, throttle, steer, brake, gear 
0.0,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.068,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.136,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.204,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.274,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.322,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.393,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.461,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.529,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.575,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.653,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.719,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.767,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.839,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.91,-25.0,139.0,-0.0,0.0,0.0,0.0,1
0.978,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.023,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.092,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.161,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.23,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.275,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.344,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.412,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.481,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.547,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.615,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.66,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.727,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.794,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.861,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.928,-25.0,139.0,-0.0,0.0,0.0,0.0,1
1.997,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.062,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.131,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.176,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.243,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.311,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.378,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.445,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.511,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.558,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.627,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.696,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.764,-25.0,139.0,-0.0,0.0,0.0,0.0,1
2.81,-25.0,139.0,-0.0,0.0,0.0,0.0,1
