Time, x, y, angle, throttle, steer, brake, gear 
0.0,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.068,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.123,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.188,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.257,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.336,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.383,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.454,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.524,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.57,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.639,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.709,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.781,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.831,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.902,-25.0,139.0,0.0,0.0,0.0,0.0,1
0.972,-25.0,139.0,0.0,0.0,0.0,0.0,1
1.04,-25.0,139.0,0.0,0.0,0.0,0.0,1
1.086,-25.0,139.0,0.0,0.0,0.1,0.0,1
1.154,-25.0,139.0,-0.0,0.0,0.1,0.0,1
1.223,-25.0,139.0,-0.0,0.0,0.1,0.0,1
1.295,-25.0,139.0,-0.0,0.0,0.2,0.0,1
1.343,-25.0,139.0,-0.0,0.0,0.2,0.0,1
1.412,-25.0,139.0,-0.0,0.01,0.2,0.0,1
1.482,-25.0,139.0,-0.0,0.05,0.3,0.0,1
1.552,-25.0,139.0,0.0,0.09,0.3,0.0,1
1.601,-25.0,139.0,0.0,0.12,0.3,0.0,1
1.67,-25.0,139.0,0.0,0.17,0.4,0.0,1
1.739,-25.0,139.0,0.0,0.21,0.4,0.0,1
1.789,-25.0,139.0,0.0,0.24,0.4,0.0,1
1.861,-25.0,139.0,0.0,0.29,0.4,0.0,1
1.93,-25.0,139.0,0.0,0.33,0.5,0.0,1
1.998,-25.0,139.0,0.0,0.37,0.5,0.0,1
2.043,-25.0,139.0,0.0,0.0,0.5,0.0,1
2.115,-25.0,139.0,0.0,0.0,0.6,0.0,1
2.186,-25.0,139.0,0.0,0.0,0.6,0.0,1
2.235,-25.0,139.0,0.0,0.0,0.6,0.0,1
2.312,-25.0,139.0,0.0,0.0,0.7,0.0,1
2.38,-25.0,139.0,0.0,0.0,0.7,0.0,1
2.427,-25.0,139.0,0.0,0.0,0.7,0.0,1
2.498,-25.0,139.0,0.0,0.0,0.7,0.0,1
2.57,-25.0,139.0,0.0,0.0,0.7,0.0,1
2.642,-25.0,139.0,0.0,0.0,0.7,0.0,1
2.689,-25.0,139.0,0.0,0.0,0.7,0.0,1
2.736,-25.0,139.0,0.0,0.03,0.7,0.0,1
2.83,-25.0,139.0,0.0,0.07,0.7,0.0,1
